Person A,Person B,A -> B Relationship,
آقاحسینی طباطبایی، سید حسن,برادرسید محمدتقی حسینی طباطبایی و باجناق حسن کامران,,
آقاعلیخانی، غلامعباس,فامیل قدرت‌الله ومحمدعلیخانی,,
آوایی، سید احمد,برادرسید علیرضا آوایی,,
آوایی، سید علیرضا,برادرسید احمد آوایی,,
ابتکار، معصومه,عروس سید اسماعیل هاشمی اصفهانی,,
ابتکار، معصومه,همسرسید محمد هاشمی اصفهانی ودختر فاطمه برزگر,,
ابطحی، سید محمدعلی,خواهرزاده‌ی سید حبیب هاشمی‌نژاد,,
ابوترابی فرد، سید عباس,پدرسیدعلی‌اکبروسید محمدحسن ابوترابی فرد,,
ابوترابی فرد، سید علی‌اکبر,پسرسیدعباس ابوترابی فرد وبرادرسید محمدحسن ابوترابی فرد,,
ابوترابی فرد، سید محمدحسن,پسرسید عباس ابوترابی فرد وبرادرسیدعلی‌اکبرابوترابی فرد,,
احدی، ابراهیم,خواهرزاده‌ی جعفرشجونی,,
احسان‌بخش، صادق,پدرهمسرمحمدمهدی مفتح,,
احمدنژاد، عبدالکریم,فامیل محمدرضا رحیمی,,
احمدی دانش آشتیانی، فخرالدین,پسرمحمدحسین احمدی دانش آشتیانی,,
احمدی دانش آشتیانی، محمدحسین,پدرفخرالدین احمدی دانش آشتیانی,,
احمدی‌نژاد، محمود,پدرداماد اسفندیاررحیم‌مشایی,,
احمدی‌نژاد، محمود,همسراعظم‌السادات فراحی وبرادرداوود احمدی نژاد,,
اخوان بی‌طرف، نیره,همسرحسن کامران,,
اردلان، علی,برادرزن کریم سنجابی,,
اژه‌ای، محمدجواد,داماد سید محمد بهشتی وبرادرمهدی وعلی‌اکبراژه‌ای,,
اژه‌ای، مهدی,برادرعلی‌اکبرومحمدجواد اژه‌ای و برادرداماد سید محمد بهشتی,,
استکی، رحمان,برادرمجتبی وفریدون استکی,,
استکی، فریدون,برادرمجتبی و رحمان استکی,,
استکی، مجتبی,برادر فریدون و رحمان استکی,,
اشرفی اصفهانی، عطاءالله,پدرمحمد اشرفی اصفهانی,,
اشرفی اصفهانی، محمد,پسرعطاءالله اشرفی اصفهانی,,
اصغرزاده، محمدابراهیم,همسرطاهره رضازاده و برادرزن محسن امین‌زاده,,
افتخاری، محمدحسین,پدرمحمدمهدی افتخاری,,
افتخاری، محمدمهدی,پسرمحمدحسین افتخاری,,
الهام، غلامحسین,همسرفاطمه رجبی و داماد علی دوانی,,
امانی همدانی، سعید,پدرهمسراسدالله بادامچیان,,
امانی همدانی، سعید,برادرشوهرخواهراسدالله لاجوردی و پدرداماد احمد قدیریان,,
امینیان، مختار,پدرهمسرمحمد ساجدی,,
انصاری، مجید,برادرمحمود,,
انصاری، مجید,محمدعلی وحمید انصاری,,
انگجی، سید جواد,پسرسید محمدعلی انگجی وپسرعموی همسرعبدالحسین غروی,,
انگجی، سید محمدعلی,پدرسید جواد انگجی و پسرعموی همسرعبدالحسین غروی,,
ایروانی، محمدجواد,پسریوسف ایروانی و پدرعروس محمد محمدی گیلانی,,
بادامچیان، اسدالله,پسرعمه وداماد سعید امانی همدانی,,
بادامچیان، اسدالله,برادرهمسراحمد قدیریان,,
بادامچیان، اسدالله,باجناق عزت‌الله شاهی وسید صادق اسلامی,,
بازرگان، مهدی,پدرهمسرمحمدحسین بنی‌اسدی ودایی همسرعزت‌الله سحابی,,
باقری بنابی، عبدالحمید,عموی محمد باقری بنابی,,
باقری بنابی، محمد,برادرزاده‌ی عبدالحمید باقری بنابی,,
بانکی، محمدتقی,برادرهمسرسابق عبدالکریم سروش,,
باهنر، محمدجواد,برادرمحمدرضا باهنرودایی سید مجتبی ثمره هاشمی,,
باهنر، محمدرضا,برادرمحمدجواد باهنر,,
باهنر، محمدرضا,پدرشوهرنوه‌ی علی‌اکبرمحتشمی‌پورودایی سید مجتبی ثمره هاشمی,,
بداغی، فاطمه,همسرمحمدعلی حجازی,,
بذرپاش، مهرداد,داماد علیرضا علی‌احمدی جشفقانی,,
بروجردی، علاءالدین,برادراشرف بروجردی,,
بنی‌اسدی، محمدحسین,داماد مهدی بازرگان,,
بنی‌صدر، سید ابوالحسن,برادرسید فتح‌الله بنی‌صدر,,
بنی‌صدر، سید ابوالحسن,همسرعذرا حسینی,,
بنی‌صدر، سید ابوالحسن,پدرهمسرعلیرضا نوبری وپدرهمسرسابق مسعود رجوی,,
بنی‌صدر، سید فتح‌الله,برادرسید ابوالحسن بنی‌صدروعموی همسرسابق مسعود رجوی,,
بهشتی، سید محمد,پدرهمسرمحمدجواد اژه‌ای,,
بهشتی، سید محمد,پدر سید محمد رضا بهشتی و شوهرخاله‌ی زهرا پیشگاهی‌فرد,,
پاک‌نژاد، سید رضا,برادرسیدعباس وسید محمد پاک‌نژاد ونوه‌ی عمه‌ی محمد صدوقی,,
پاک‌نژاد، سید عباس,برادرسید رضا پاک‌نژاد ونوه‌ی عمه‌ی محمد صدوقی,,
پیرمؤذن، کمال‌الدین,برادرنورالدین پیرمؤذن,,
پیرمؤذن، نورالدین,برادرکمال‌الدین پیرمؤدن,,
پیشگاهی‌فرد، زهرا,دخترخواهرهمسرسید محمد بهشتی,,
تاج‌گردون، بهرام,پسرعموی غلامرضا تاج‌گردون,,
تاج‌گردون، غلامرضا,پسرعموی بهرام تاج‌گردون,,
تندگویان، محمدجواد,پدرمحمدمهدی تندگویان,,
توسلی محلاتی، محمدرضا,پدرهمسرعیسی ولایی,,
توسلی، محمد,شوهرخواهرابراهیم یزدی وفامیل سید علی‌اکبرابوترابی فرد,,
ثمره هاشمی، سیدمجتبی,خواهرزاده‌ی محمدجواد ومحمدرضا باهنر,,
جباری، احمد,دایی ناصرشریفی,,
جنتی، احمد,پدرعلی جنتی,,
جنتی، علی,پسراحمد جنتی,,
جعفری، محمدعلی [عزیز],شوهرخواهرمحمدباقرذوالقدر,,
چمران، مصطفی,برادرمهدی چمران,,
حائری شیرازی، محمدصادق,داماد سید نورالدین حسینی هاشمی شیرازی,,
حائری شیرازی، محمدصادق,شوهرخواهرسید منیرالدین حسینی الهاشمی و باجناق حسین نجابت,,
حسن نمازی,پسرعبدالنبی نمازی,,
حسینی الهاشمی، سید منیرالدین,برادرهمسرحسین نجابت وبرادرهمسرمحمدصادق حائری شیرازی,,
حسینی شاهرودی [چیت‌سازمحمدی]، سید حسین,برادرسید حسن حسینی شاهرودی [چیت‌سازمحمدی],,
حسینی شاهرودی [چیت‌سازمحمدی] ، سید حسن,برادرسید حسین حسینی شاهرودی,,
حسینی شاهرودی، سید عبدالهادی,پسرسید محمد حسینی شاهرودی,,
حسینی شاهرودی، سید محمد,پدرسید عبدالهادی حسینی شاهرودی,,
حسینی طباطبایی، سید محمدتقی,برادرسید حسن آقاحسینی طباطبایی,,
حسینی واعظ رامیانی، سید محمود,پسرسید حسین حسینی واعظ,,
حسینی واعظ، سید حسین,پدرسید محمود حسینی واعظ رامیانی,,
حسینی، سید صفدر,پدرسیده فاطمه حسینی,,
حسینی، سید عماد,پسرعموی سید مسعود حسینی,,
حسینی، سید مسعود,پسرعموی سید عماد حسینی,,
حسینی، سید منصور,برادرسید نجیب حسینی,,
حسینی، سید نجیب,برادرسید منصورحسینی,,
حسینی، سیده فاطمه,دخترسید صفدرحسینی,,
حسینی‌نژاد، سید اکبر,برادرسید محمد حسینی‌نژاد,,
حسینی‌نژاد، سید محمد,برادرسید اکبرحسینی‌نژاد,,
خزعلی، سید ابوالقاسم,پدرهمسرمحمدهادی مروی و پدرمهدی خزعلی,,
خوشرو، سید حسن,برادرهمسرمحمدعلی کریمی [فرزند محمد ابراهیم],,
خوشرو، غلامعلی,پدرهمسرمریم فریدون (برادرزاده‌ی حسن روحانی),,
دادور، خلیل,برادرهمسرسید ابوفاضل رضوی اردکانی,,
دامادی، عزت‌الله,پدرمحمد دامادی,,
دامادی، محمد,پسرعزت‌الله دامادی,,
دانش آشتیانی، غلامرضا,برادرعلی دانش منفرد,,
دانش جعفری، داوود,همسردخترعمه‌ی سید مرتضی نبوی,,
دانش منفرد، علی,برادرغلامرضا دانش آشتیانی,,
دانشجو، فرهاد,برادر کامران وخسرو دانشجو,,
دانشجو، کامران,برادر فرهاد وخسرو دانشجو,,
دری نجف‌آبادی، قربانعلی,پدرهمسرحسام‌الدین آشنا,,
دوانی، علی,پدرهمسرغلامحسین الهام,,
ذوالقدر، سید مصطفی,پدرسیده فاطمه ذوالقدر,,
ذوالقدر، سیده فاطمه,دخترسید مصطفی ذوالقدر,,
ربانی املشی، محمدمهدی,پدرعروس حسینعلی منتظری,,
ربانی شیرازی، عبدالرحیم,پدرمحمدهادی ربانی شیرازی,,
ربانی شیرازی، محمدهادی,پسرعبدالرحیم ربانی شیرازی,,
رجایی، محمدعلی,همسرعاتقه صدیقی,,
رحیم‌مشایی، اسفندیار,پدرعروس محمود احمدی‌نژاد,,
رحیمی حاجی‌آبادی، عباس,برادرغلامرضا رحیمی حاجی‌آبادی,,
رحیمی حاجی‌آبادی، غلامرضا,برادرعباس رحیمی حاجی‌آبادی,,
رحیمی، سید فخرالدین,برادرسید نورالدین رحیمی,,
رحیمی، سید نورالدین,برادرسید فخرالدین رحیمی,,
رحیمی، محمدرضا,فامیل عبدالکریم احمدنژاد,,
رشیدی کوچی، جلیل,برادرحبیب‌الله رشیدی کوچی,,
رشیدی کوچی، حبیب‌الله,برادرجلیل رشیدی کوچی,,
رضازاده، طاهره,همسرمحمدابراهیم اصغرزاده,,
رضوی اردکانی، سید ابوفاضل,شوهرخواهرخلیل دادور,,
رفیق‌دوست، محسن,برادرمرتضی رفیق‌دوست وبرادرباجناق مصطفی تاج‌زاده,,
رمضان‌پور نرگسی، احمد,برادرقاسم رمضان‌پورنرگسی,,
رمضان‌پور نرگسی، قاسم,برادراحمد رمضان‌پورنرگسی,,
روحانی، حسن,دایی عروس غلامعلی خوشرو وهمسرصاحبه عربی,,
ری‌شهری، محمد,داماد علی‌اکبرمشکینی,,
رئیسی، سید ابراهیم,داماد سید احمدعلم‌الهدی وهمسرجمیله علم الهدی,,
سازگارنژاد، جلیل,برادرمحمدامین سازگارنژاد,,
سازگارنژاد، محمدامین,برادرجلیل سازگارنژاد,,
ستاری، سورنا,پسرمنصورستاری,,
ستاری، منصور,پدرسورنا ستاری,,
سحابی، عزت‌الله,پسریدالله سحابی وشوهرخواهرزاده‌ی مهدی بازرگان,,
سحابی، یدالله,پدرعزت‌الله سحابی,,
سنجابی، کریم,شوهرخواهرعلی اردلان,,
سید خاموشی، سید تقی,برادرسیدعلی‌نقی سید خاموشی,,
سید خاموشی، سید علی‌نقی,برادرسید تقی سید خاموشی,,
شافعی، غلامرضا,برادرکریم شافعی,,
شافعی، کریم,برادرغلامرضا شافعی,,
شاهچراغی، سید حسن,برادرزاده‌ی سید محمد شاهچراغی,,
شاهچراغی، سید محمد,عموی سید حسن شاهچراغی,,
شجاعی کیاسری، سید حسن,عموی سید رمضان شجاعی کیاسری,,
شجاعی کیاسری، سید رمضان,برادرزاده‌ی سید حسن شجاعی کیاسری,,
شجونی، جعفر,دایی ابراهیم احدی,,
شرعی، عبدالکریم,برادرمحمدعلی شرعی,,
شرعی، محمدعلی,برادرعبدالکریم شرعی,,
شریعتمداری، محمد,برادرهمسرسید عطاءالله صالحی,,
شریف‌زادگان، محمدحسین,شوهرخواهرمیرحسین موسوی,,
شریفی، ناصر,خواهرزاده‌ی احمد جباری,,
شوشتری، محمد اسماعیل,برادرنورعلی شوشتری,,
صادقی، محمدحسین,پدرمحمود صادقی,,
صادقی، محمود,پسر محمدحسین صادقی,,
صافی گلپایگانی، لطف‌الله,برادرعلی صافی گلپایگانی وداماد آیت‌الله سید محمدرضا گلپایگانی,,
صالحی لبافی‌نژاد، پروین,همسرمرتضی لبافی‌نژاد,,
صالحی، سید عطاءالله,شوهرخواهرمحمد شریعتمداری,,
صانعی، حسن,برادر یوسف صانعی,,
صانعی، یوسف,برادر حسن صانعی,,
صدر حاج سید جوادی، سید احمد,برادرعلی‌اصغر حاج سید جوادی (همسرخواهرناصرکاتوزیان),,
صدیقی، عاتقه,همسرمحمدعلی رجایی,,
صفار هرندی، محمدحسین,برادرزاده‌ی محی‌الدین فاضل هرندی و پسرخاله‌ی فخرالسادات محتشمی‌پور (همسرمصطفی تاج‌زاده ودخترعموی علی‌اکبرمحتشمی‌پور),,
صفایی، طیبه,همسررحیم قربانی,,
طالقانی، اعظم,دخترسید محمود طالقانی وخواهروحیده طالقانی,,
طالقانی، سید محمود,پدراعظم ووحیده طالقانی و پدرهمسرمحمد بسته نگار,,
طالقانی، وحیده,دخترسید محمود طالقانی وخواهراعظم طالقانی,,
طاهری خرم‌آبادی، سید حسن,پدرسید مجتبی طاهری خرم‌آبادی وفامیل سید محمدصالح طاهری خرم‌آبادی,,
طاهری خرم‌آبادی، سید مجتبی,پسرسید حسن طاهری خرم‌آبادی وفامیل سید محمدصالح طاهری خرم‌آبادی,,
طاهری خرم‌آبادی، محمدصالح,فامیل سید حسن وسید مجتبی طاهری خرم‌آبادی,,
طاهری گرگانی، حبیب‌الله,شوهرخواهرسید محمدحسن علوی حسینی,,
طاهری گرگانی، حبیب‌الله,پدرسیدعلی طاهری گرگانی وداماد سید سجاد علوی,,
طاهری گرگانی، سید علی,پسرسید حبیب‌الله طاهری گرگانی وخواهرزاده‌ی سید محمدحسن علوی حسینی,,
طباطبایی‌نژاد، سید صادق,پسرسید یوسف طباطبایی‌نژاد و برادرزاده‌ی سید عباس وسید نورالله طباطبایی‌نژاد,,
طباطبایی‌نژاد، سید عباس,برادرسید نورالله وسید یوسف طباطبایی‌نژاد وعموی سید صادق طباطبایی‌نژاد,,
طباطبایی‌نژاد، سید نورالله,برادرسید عباس وسید یوسف طباطبایی‌نژاد وعموی سید صادق طباطبایی‌نژاد,,
طباطبایی‌نژاد، سید یوسف,پدرسید صادق طباطبایی‌نژاد وبرادرسیدعباس وسید نورالله طباطبایی‌نژاد,,
طیار، اترک,پدرقرجه طیار,,
طیار، قرجه,پسراترک طیار,,
عبادی، سید علیرضا,برادرسید مهدی عبادی و پدرسید محمدباقرعبادی,,
عبادی، سید محمدباقر,پسرسید علیرضا عبادی و برادرزاده‌ی سید مهدی عبادی,,
عبادی، سید مهدی,برادرسید علیرضا عبادی وعموی سید محمدباقر عبادی,,
عبدخدایی، محمدهادی,برادرمحمدمهدی عبدخدایی,,
عرفانی، سید مجتبی,پسرسید یونس عرفانی,,
عرفانی، سید یونس,پدرسید مجتبی عرفانی,,
عسگراولادی، حبیب‌الله,برادراسدالله عسگراولادی و دایی ابوالفضل حاجی‌حیدری,,
علم‌الهدی، سید احمد,پدرهمسرسید ابراهیم رئیسی وهمسرسکینه ریخته گرزاد,,
علوی حسینی، سید محمدحسن,دایی سید علی طاهری گرگانی و برادرزن سید حبیب‌الله طاهری گرگانی,,
علوی، سید محسن,پسرسید محمود علوی,,
علوی، سید محمود,پدرسید محسن علوی,,
علی‌احمدی جشفقانی، علیرضا,پدرهمسرمهرداد بذرپاش,,
علیخانی، قدرت‌الله,پدرمحمد علیخانی وفامیل غلامعباس آقاعلیخانی,,
علیخانی، محمد,پسرقدرت‌‌الله علیخانی وفامیل غلامعباس آقاعلیخانی,,
علیزاده، احمد,برادرمحمدرضا علیزاده,,
علیزاده، محمدرضا,برادراحمد علیزاده,,
عمید زنجانی، عباسعلی,داماد سید شهاب‌الدین مرعشی نجفی,,
غروی، عبدالحسین,داماد سید حسن انگجی,,
غروی، عبدالحسین,شوهربرادرزاده‌ی سید محمدعلی انگجی وهمسردخترعموی سید جواد انگجی,,
غفاری، هادی,پسر حسین غفاری,,
غفاری، هادی,نوه‌ی میرزاعلی مقدس تبریزی,,
غفاری، هادی,برادرهمسراحمد ملازاده,,
غیوری نجف‌آبادی، سید علی,داماد دایی همسرحسینعلی منتظری,,
فاضل لنکرانی، محمد,پدرهمسرسید کاظم نورمفیدی,,
فاضل لنکرانی، محمد,پدرمحمدجواد فاضل لنکرانی وبرادرهمسرآیت‌الله مرعشی نجفی,,
فاضل هرندی، محی‌الدین,عموی محمدحسین صفارهرندی ودایی سید مصطفی تاج زاده,,
فروزنده، محمد,برادراحمد فروزنده وشوهرهمسرسابق محمد جهان‌آرا,,
فیاض‌بخش، محمدعلی,پدرنفیسه فیاض‌بخش,,
فیاض‌بخش، نفیسه,دخترمحمدعلی فیاض‌بخش,,
فیاضی، عبدالوحید,برادرمفید فیاضی,,
قاضی‌پور، نادر,داماد سید حسن واعظ موسوی انزابی,,
قاضی‌زاده هاشمی، سید احسان,برادرسید امیرحسین قاضی‌زاده هاشمی وپسرعموی سید حسن وسید حسین قاضی‌زاده هاشمی,,
قاضی‌زاده هاشمی، سید امیرحسین,برادر سید احسان قاضی‌زاده هاشمی وپسرعموی سید حسن وسید حسین قاضی‌زاده هاشمی,,
قاضی‌زاده هاشمی، سید حسن,برادرسید حسین قاضی‌زاده هاشمی وپسرعموی سید امیرحسین وسید احسان قاضی‌زاده هاشمی,,
قاضی‌زاده هاشمی، سید حسین,برادرسید حسن قاضی‌زاده هاشمی وپسرعموی سید امیرحسین وسید احسان قاضی‌زاده هاشمی,,
قدوسی، علی,داماد سید محمد حسین [علامه] طباطبایی,,
قمی، محسن,برادرمحمد قمی,,
قمی، محمد,برادرمحسن قمی,,
کامران، حسن,همسرنیره اخوان بیطرف وباجناق سید حسن آقا حسینی طباطبایی,,
کتیرایی، مرتضی,برادرمصطفی کتیرایی,,
کتیرایی، مصطفی,برادرمرتضی کتیرایی,,
کدیور، جمیله,همسرسیدعطاءالله مهاجرانی وخواهرمحسن کدیور,,
کرباسچی، غلامحسین,خواهرزاده‌ی عبدالمجید معادیخواه,,
کرمی، عبدالجبار,داماد مصطفی خرم‌دل,,
کرمی، محمد,برادرمحمدمهدی کرمی,,
کرمی، محمدمهدی,برادرمحمد کرمی,,
کروبی، فاطمه,همسرمهدی کروبی,,
کروبی، مهدی,همسرفاطمه شریفی [کروبی],,
کریمی [فرزند محمد ابراهیم]، محمدعلی,شوهرخواهرسید حسن خوشرو وداماد سید رضا خوشرو,,
کلانتری، عیسی,برادرموسی کلانتری.,,
کلانتری، موسی,برادرعیسی کلانتری.,,
کوچک‌زاده، مهدی,پدرعروس حسین مظفر.,,
کوهساری، علی,برادرغلامعلی کوهساری.,,
کوهساری، غلامعلی,برادرعلی کوهساری.,,
لاجوردی، اسدالله,به واسطه‌ی ازدواج خواهرش با برادرسعید امانی همدانی,,
لاجوردی، اسدالله,با او فامیل شده است,,
مجتهد شبستری، جواد,پسرمحسن مجتهد شبستری وبرادرزاده‌ی محمد مجتهد شبستری,,
مجتهد شبستری، محسن,برادرمحمد مجتهد شبستری وپدرجواد مجتهد شبستری,,
مجتهد شبستری، محمد,برادرمحسن مجتهد شبستری وعموی جواد مجتهد شبستری,,
مجتهدزاده، مریم,همسرسید محسن موسوی,,
محتشمی‌پور، سیدعلی‌اکبر,پدربزرگ عروس محمدرضا باهنروپسرعموی همسران مصطفی تاج‌زاده و مرتضی رفیق دوست,,
محرابیان، علی‌اکبر,فامیل احمد وحسین نجابت,,
محسنی ثانی، محمدرضا,پدرعروس عباس واعظ طبسی,,
محصولی، صادق,باجناق علی‌اکبرولایتی,,
محلوجی، حسین,خواهرزاده‌ی سید مهدی یثربی,,
محمدباقر ذوالقدر,برادرهمسرمحمدعلی [عزیز] جعفری,,
محمدی عراقی، محمود,داماد محمدتقی مصباح یزدی و پسربهاءالدین محمدی عراقی,,
محمدی گرگانی، محمد,پدرهمسراحمد زیدآبادی,,
مرعشی، سلیم,برادرصمد مرعشی,,
مرعشی، صمد,برادرسلیم مرعشی,,
مروی، محمدهادی,داماد سید ابوالقاسم خزعلی,,
مشکینی، علی‌اکبر,پدرهمسرمحمد ری‌شهری,,
مصباح یزدی، محمدتقی,پدرهمسرمحمود محمدی عراقی,,
مصطفوی کاشانی، سید احمد,پسرآیت‌الله ابوالقاسم کاشانی,,
مظفر، حسین,پدرداماد مهدی کوچک‌زاده,,
معادیخواه، عبدالمجید,دایی غلامحسین کرباسچی,,
مفتح، محمد,پدرمحمدمهدی مفتح,,
مفتح، محمدمهدی,پسرمحمد مفتح وداماد صادق احسان‌بخش,,
مقتدایی، عباس,فامیل مرتضی مقتدایی,,
مقتدایی، مرتضی,فامیل عباس مقتدایی,,
ملازاده، احمد,شوهرخواهرهادی غفاری,,
ملک‌حسینی، سید شرف‌الدین,پسرسید کرامت‌الله ملک‌حسینی,,
ملک‌حسینی، سید کرامت‌الله,پدرسید شرف‌الدین ملک‌حسینی,,
ملکوتی، علی,پسرمسلم ملکوتی,,
ملکوتی، مسلم,پدرعلی ملکوتی,,
منتظری، حسینعلی,پدرمحمدعلی واحمد منتظری,,
منتظری، حسینعلی,پدرداماد محمدمهدی ربانی املشی,,
منتظری، محمدعلی,پسرحسینعلی منتظری وبرادرداماد محمدمهدی ربانی املشی,,
مهاجرانی، سید عطاءالله,همسرجمیله کدیوروشوهرخواهرمحسن کدیور,,
موحدی کرمانی، محمدعلی,برادرمحمدمهدی موحدی کرمانی,,
موحدی کرمانی، محمدمهدی,برادرمحمدعلی موحدی کرمانی,,
موسوی اجاق، سید آیت‌الله,برادرسید مجتبی موسوی اجاق,,
موسوی اجاق، سید مجتبی,برادرسید آیت‌الله موسوی اجاق,,
موسوی تبریزی [پورمیرغفاری]، سید حسن,برادرسید حسین وسید محسن موسوی تبریزی,,
موسوی تبریزی [پورمیرغفاری]، سید حسین,برادرسید حسن و سید محسن موسوی تبریزی وداماد حسین نوری همدانی,,
موسوی تبریزی [پورمیرغفاری]، سید محسن,برادرسید حسن وسید حسین موسوی تبریزی,,
موسوی حسینی، علی‌اکبر,پدرهمسرحسین طائب,,
موسوی، میرحسین,برادرهمسرمحمدحسین شریف‌زادگان. مادربزرگ اوعمه‌ی سید علی خامنه‌ای است,,
مؤدب‌پور، سید محمد,فامیل سید مجتبی مؤدب‌پور,,
میلانی حسینی، سید محمد,برادرسید محمدرضا میلانی حسینی,,
میلانی حسینی، سید محمدرضا,برادرسید محمد میلانی حسینی,,
نبوی، سید مرتضی,دخترعمه‌ی اوهمسرداوود دانش جعفری است,,
نجابت، احمد,برادرحسین نجابت,,
نجابت، احمد,برادرشوهرخواهرسید منیرالدین حسینی الهاشمی وفامیل علی‌اکبر [غلامحسین] محرابیان,,
نجابت، حسین,برادر احمد نجابت,,
نجابت، حسین,شوهرخواهرسید منیرالدین حسینی الهاشمی,,
نجابت، حسین,باجناق محمد صادق حا ئری شیرازی و فامیل علی‌اکبر [غلامحسین] محرابیان,,
نمازی، عبدالنبی,پدرحسن نمازی,,
نوبخت حقیقی، علی,برادرمحمدباقرنوبخت حقیقی,,
نوبخت حقیقی، محمدباقر,برادرعلی نوبخت حقیقی,,
نوبری، علیرضا,داماد سید ابوالحسن بنی‌صدر,,
نورمفیدی، سید کاظم,داماد محمد فاضل لنکرانی,,
نوری همدانی، حسین,پدرهمسرسید حسین موسوی تبریزی [پورمیرغفاری],,
نوری، عبدالله,برادرعلیرضا نوری,,
نوری، علیرضا,برادرعبدالله نوری,,
هاشمی اصفهانی، سید اسماعیل,پدرهمسرمعصومه ابتکار,,
هاشمی گلپایگانی، سید محمدرضا,نوه‌ی سید جمال‌الدین هاشمی گلپایگانی و برادرزاده‌ی سید علی هاشمی گلپایگانی,,
هاشمی‌نژاد، سید حبیب,دایی سید محمدعلی ابطحی,,
هاشمی شاهرودی، سید محمود,پدرعروس سید عبدالکریم موسوی اردبیلی,,
هزارجریبی، غلامعلی,پدرنبی هزارجریبی,,
هزارجریبی، نبی,پسرغلامعلی هزارجریبی,,
واعظ طبسی، عباس,پدرداماد محمدرضا محسنی ثانی,,
واعظ موسوی انزابی، سید حسن,پدرهمسرنادرقاضی‌پور,,
واعظی، فرج‌الله,پدرمحمدتقی واعظی,,
واعظی، محمدتقی,پدرفرج‌الله واعظی,,
ولایتی، علی‌اکبر,باجناق صادق محصولی,,
ولایی، عیسی,داماد محمدرضا توسلی محلاتی,,
یثربی، سید مهدی,دایی حسین محلوجی,,
یزدی، ابراهیم,برادرهمسرمحمد توسلی,,
یونسی، علی,پدرداماد سید احمد زرگر,,
